t,accelMag,vertG,signedLoadG,rotMag,gx,gy,gz,speed,baro
180.366,0.4445,0.7267,0.7267,0.9383,0.8900,0.1750,-0.2400,3.72,1009.64
180.386,0.4091,0.7830,0.7830,0.7544,0.7380,0.1460,-0.0560,3.72,1009.64
180.454,0.3663,0.8146,0.8146,0.5747,0.5670,0.0900,0.0260,3.72,1009.64
180.454,0.3392,0.8253,0.8253,0.4931,0.4890,-0.0180,0.0610,3.72,1009.64
180.454,0.3276,0.8208,0.8208,0.5192,0.4970,-0.1410,0.0520,3.72,1009.64
180.467,0.3313,0.8080,0.8080,0.5997,0.5430,-0.2320,0.1050,3.72,1009.64
180.486,0.3182,0.8901,0.8901,0.5472,0.3970,-0.3370,0.1680,3.72,1009.64
180.507,0.3098,0.9423,0.9423,0.5201,0.1870,-0.4550,0.1690,3.72,1009.64
180.526,0.3187,0.9253,0.9253,0.6191,0.1630,-0.5520,0.2280,3.72,1009.64
180.546,0.3274,0.9146,0.9146,0.6673,0.1460,-0.5850,0.2860,3.72,1009.64
180.578,0.3562,0.9140,0.9140,0.6635,-0.0750,-0.5780,0.3170,3.72,1009.64
180.586,0.4084,0.9242,0.9242,0.6580,-0.2730,-0.5110,0.3120,3.72,1009.64
180.606,0.4376,0.9274,0.9274,0.5697,-0.2320,-0.4300,0.2930,3.72,1009.64
180.626,0.4838,0.9620,0.9620,0.5089,-0.2230,-0.3960,0.2290,3.72,1009.64
180.646,0.5130,0.9856,0.9856,0.3774,-0.1920,-0.3130,0.0870,3.72,1009.64
180.666,0.4898,1.0476,1.0476,0.2368,-0.0240,-0.2350,-0.0170,3.72,1009.64
180.686,0.4783,1.0863,1.0863,0.2322,0.1490,-0.1570,-0.0840,3.72,1009.64
180.706,0.4739,1.0772,1.0772,0.4198,0.3510,-0.1160,-0.1990,3.72,1009.64
180.726,0.4297,1.0602,1.0602,0.7626,0.7100,-0.1200,-0.2510,3.72,1009.64
180.746,0.4037,1.0669,1.0669,0.9810,0.9160,-0.1570,-0.3140,3.72,1009.64
180.767,0.3856,1.0535,1.0535,0.9919,0.9290,-0.1550,-0.3110,3.72,1009.64
180.786,0.3440,0.9920,0.9920,0.9465,0.9010,-0.1260,-0.2610,3.72,1009.64
180.806,0.3225,0.9232,0.9232,0.9580,0.9400,-0.0540,-0.1770,3.72,1009.64
180.826,0.3026,0.8928,0.8928,0.9681,0.9610,0.0800,-0.0850,3.72,1009.64
180.847,0.3093,0.8559,0.8559,1.0065,0.9910,0.1690,-0.0500,3.72,1009.64
180.868,0.3380,0.8589,0.8589,0.8931,0.8600,0.2390,-0.0300,3.72,1009.64
180.886,0.3302,0.9000,0.9000,0.6484,0.5790,0.2860,-0.0580,3.72,1009.64
180.907,0.2956,0.9242,0.9242,0.4915,0.3630,0.3280,-0.0470,3.72,1009.64
180.927,0.3017,0.9484,0.9484,0.4242,0.0410,0.4220,-0.0140,3.72,1009.64
180.947,0.3156,0.9983,0.9983,0.6334,-0.3300,0.5400,-0.0270,3.72,1009.64
180.968,0.3210,1.0792,1.0792,0.7586,-0.5120,0.5550,-0.0730,3.72,1009.64
180.987,0.3794,1.1260,1.1260,0.6859,-0.3620,0.5340,-0.2330,2.8,1009.64
181.008,0.4132,1.2108,1.2108,0.6513,-0.1440,0.5260,-0.3560,2.8,1009.64
181.027,0.4141,1.2839,1.2839,0.6170,-0.0470,0.5100,-0.3440,2.8,1009.64
181.047,0.4250,1.2994,1.2994,0.5695,-0.0760,0.4690,-0.3140,2.8,1009.64
181.067,0.4573,1.3008,1.3008,0.5460,-0.1990,0.3550,-0.3640,2.8,1009.64
181.087,0.4229,1.2549,1.2549,0.4972,-0.1980,0.2190,-0.4000,2.8,1009.64
181.107,0.3247,1.1498,1.1498,0.3773,-0.0390,0.1960,-0.3200,2.8,1009.64
181.127,0.2548,1.0868,1.0868,0.3563,-0.1090,0.2830,-0.1870,2.8,1009.64
181.147,0.2196,1.0520,1.0520,0.7097,-0.5380,0.4470,-0.1200,2.8,1009.64
181.167,0.2214,1.0207,1.0207,1.0927,-0.8870,0.6360,-0.0520,2.8,1009.64
181.187,0.2192,1.0355,1.0355,1.3762,-1.1140,0.8080,0.0120,2.8,1009.64
181.207,0.2042,1.0217,1.0217,1.5682,-1.2400,0.9590,0.0440,2.8,1009.64
181.227,0.2137,1.0182,1.0182,1.5579,-1.1100,1.0930,-0.0130,2.8,1009.64
181.247,0.2640,1.1101,1.1101,1.6006,-1.0740,1.1850,-0.0640,2.8,1009.64
181.267,0.3067,1.2128,1.2128,1.7083,-1.2260,1.1870,-0.0780,2.8,1009.64
181.287,0.3197,1.1917,1.1917,1.6300,-1.1570,1.1430,-0.1080,2.8,1009.64
181.307,0.3466,1.1473,1.1473,1.4678,-1.0040,1.0630,-0.1280,2.8,1009.64
181.327,0.3384,1.1100,1.1100,1.3833,-0.9380,1.0060,-0.1470,2.8,1009.64
181.347,0.3013,1.0449,1.0449,1.3163,-0.8490,0.9950,-0.1480,2.8,1009.64
181.368,0.2921,1.0125,1.0125,1.2222,-0.7660,0.9410,-0.1470,2.8,1009.64
181.387,0.2520,1.0107,1.0107,1.0947,-0.6810,0.8410,-0.1650,2.8,1009.64
181.407,0.1888,0.9852,0.9852,0.9509,-0.5210,0.7900,-0.0930,2.8,1009.64
181.427,0.2276,0.9221,0.9221,0.8660,-0.3810,0.7760,-0.0510,2.8,1009.64
181.448,0.2971,0.9738,0.9738,0.7625,-0.3970,0.6510,0.0040,2.8,1009.64
181.467,0.3206,0.9916,0.9916,0.7405,-0.5330,0.5140,0.0010,2.8,1009.64
181.487,0.3087,0.9654,0.9654,0.6781,-0.5360,0.4150,0.0170,2.8,1009.64
181.508,0.2913,0.9399,0.9399,0.5661,-0.4190,0.3650,0.1080,2.8,1009.64
181.528,0.2790,0.9504,0.9504,0.5820,-0.4850,0.2790,0.1600,2.8,1009.64
181.548,0.2702,0.9700,0.9700,0.5692,-0.5230,0.1470,0.1700,2.8,1009.64
181.568,0.3037,0.9764,0.9764,0.5032,-0.4740,0.0040,0.1690,2.8,1009.64
181.588,0.2761,0.9724,0.9724,0.3290,-0.2820,-0.1050,0.1330,2.8,1009.64
181.608,0.1902,0.9639,0.9639,0.2692,-0.1030,-0.2480,-0.0190,2.8,1009.64
181.628,0.1583,0.9585,0.9585,0.3906,0.1740,-0.3390,-0.0860,2.8,1009.64
181.648,0.1565,0.9323,0.9323,0.6008,0.4030,-0.4170,-0.1570,2.8,1009.64
181.668,0.1195,0.9178,0.9178,0.6869,0.4620,-0.4710,-0.1910,2.8,1009.64
181.688,0.1480,0.8751,0.8751,0.6277,0.3460,-0.5060,-0.1350,2.8,1009.64
181.708,0.1974,0.8326,0.8326,0.4022,0.2210,-0.3320,0.0520,2.8,1009.64
181.728,0.2750,0.7909,0.7909,0.3422,-0.2190,-0.1440,0.2200,2.8,1009.64
181.748,0.3515,0.7698,0.7698,0.7052,-0.6020,0.0680,0.3610,2.8,1009.64
181.768,0.3485,0.8214,0.8214,0.9676,-0.7920,0.2470,0.4980,2.8,1009.64
181.788,0.3434,0.8693,0.8693,0.9777,-0.8130,0.3010,0.4520,2.8,1009.64
181.808,0.4277,0.9420,0.9420,0.8190,-0.6680,0.3320,0.3380,2.8,1009.64
181.828,0.4815,1.0435,1.0435,0.7502,-0.5700,0.3280,0.3610,2.8,1009.64
181.848,0.4259,1.1069,1.1069,0.9384,-0.8100,0.3300,0.3400,2.8,1009.64
181.869,0.3969,1.1090,1.1090,0.9368,-0.7810,0.3790,0.3520,2.8,1009.64
181.888,0.4127,1.1107,1.1107,0.7413,-0.5370,0.3860,0.3350,2.8,1009.64
181.909,0.3821,1.1084,1.1084,0.6226,-0.3840,0.4050,0.2760,2.8,1009.64
181.928,0.3475,1.1279,1.1279,0.5283,-0.3100,0.3650,0.2230,2.8,1009.64
181.948,0.3429,1.1111,1.1111,0.5008,-0.2210,0.3890,0.2250,2.8,1009.64
181.969,0.3119,1.0804,1.0804,0.3858,-0.2210,0.2810,0.1450,2.8,1009.64
181.988,0.2604,1.0478,1.0478,0.2257,-0.0590,0.1880,0.1100,2.62,1009.64
182.008,0.2104,0.9845,0.9845,0.2047,0.1810,0.0850,0.0440,2.62,1009.64
182.028,0.1791,0.9587,0.9587,0.2920,0.2910,0.0200,0.0130,2.62,1009.64
182.048,0.1561,0.9209,0.9209,0.3177,0.3110,-0.0520,-0.0390,2.62,1009.64
182.069,0.1546,0.8814,0.8814,0.3946,0.3650,-0.1320,-0.0710,2.62,1009.64
182.088,0.1782,0.8560,0.8560,0.4906,0.4310,-0.2160,-0.0910,2.62,1009.64
182.109,0.2372,0.8001,0.8001,0.4762,0.3550,-0.3120,-0.0580,2.62,1009.64
182.129,0.2604,0.7938,0.7938,0.4661,0.1240,-0.4470,-0.0450,2.62,1009.64
182.149,0.3031,0.7582,0.7582,0.6690,-0.1010,-0.6610,0.0200,2.62,1009.64
182.169,0.3609,0.6941,0.6941,0.8229,-0.2460,-0.7800,-0.0910,2.62,1009.64
182.189,0.4218,0.6212,0.6212,0.8571,-0.2910,-0.8060,0.0190,2.62,1009.64
182.209,0.4873,0.5522,0.5522,0.8688,-0.3320,-0.7900,0.1430,2.62,1009.64
182.229,0.5359,0.5047,0.5047,0.9517,-0.6110,-0.7230,0.0980,2.62,1009.64
182.249,0.5683,0.4836,0.4836,1.2925,-0.9920,-0.5200,0.6450,2.62,1009.64
182.269,0.5463,0.5247,0.5247,1.5648,-1.4570,-0.5670,0.0660,2.62,1009.64
182.289,0.4921,0.5686,0.5686,1.4693,-1.3800,-0.5030,0.0380,2.62,1009.64
182.309,0.4415,0.6029,0.6029,1.0747,-0.9940,-0.3950,0.1050,2.62,1009.76
182.329,0.3979,0.6373,0.6373,0.8859,-0.7360,-0.3810,-0.3130,2.62,1009.76
182.349,0.3362,0.7484,0.7484,0.8222,-0.8050,-0.1670,-0.0130,2.62,1009.76
182.369,0.2686,0.8370,0.8370,0.7163,-0.7050,-0.1230,0.0300,2.62,1009.76
182.389,0.2220,0.8806,0.8806,0.4863,-0.4710,-0.0980,-0.0710,2.62,1009.76
182.409,0.1909,0.9014,0.9014,0.3798,-0.3650,0.0000,-0.1050,2.62,1009.76
182.429,0.1565,0.9560,0.9560,0.3550,-0.3430,0.0340,-0.0850,2.62,1009.76
182.450,0.1078,1.0028,1.0028,0.2008,-0.1320,-0.0360,-0.1470,2.62,1009.76
182.469,0.1136,1.0464,1.0464,0.3648,0.2730,-0.1460,-0.1930,2.62,1009.76
182.489,0.1024,1.0638,1.0638,0.6327,0.5510,-0.2810,-0.1330,2.62,1009.76
182.509,0.0740,1.0550,1.0550,0.7754,0.6610,-0.3980,-0.0770,2.62,1009.76
182.529,0.1278,1.0677,1.0677,0.8546,0.6880,-0.5060,0.0320,2.62,1009.76
182.550,0.1488,1.0813,1.0813,0.8400,0.6170,-0.5480,0.1570,2.62,1009.76
182.570,0.1235,1.0743,1.0743,0.7596,0.4440,-0.5870,0.1880,2.62,1009.76
182.589,0.1096,1.0220,1.0220,0.7401,0.4020,-0.5680,0.2520,2.62,1009.76
182.610,0.1075,0.9635,0.9635,0.7426,0.4700,-0.5010,0.2820,2.62,1009.76
182.630,0.1235,0.9267,0.9267,0.6342,0.3870,-0.4060,0.2960,2.62,1009.76
182.649,0.1605,0.9253,0.9253,0.4542,0.2090,-0.3270,0.2360,2.62,1009.76
182.669,0.1743,0.9378,0.9378,0.3418,0.0920,-0.2730,0.1840,2.62,1009.76
182.690,0.1046,0.9594,0.9594,0.2791,0.1710,-0.1560,0.1560,2.62,1009.76
182.710,0.0447,0.9993,0.9993,0.2883,0.2540,-0.1280,0.0470,2.62,1009.76
182.730,0.0765,1.0296,1.0296,0.4590,0.4480,-0.0980,-0.0200,2.62,1009.76
182.753,0.1214,1.0461,1.0461,0.6467,0.6390,-0.0790,-0.0600,2.62,1009.76
182.770,0.1358,1.0684,1.0684,0.6287,0.5980,-0.0920,-0.1710,2.62,1009.76
182.790,0.1757,1.0870,1.0870,0.5930,0.5150,-0.1250,-0.2660,2.62,1009.76
182.810,0.1915,1.0924,1.0924,0.6968,0.5880,-0.1440,-0.3450,2.62,1009.76
182.830,0.1552,1.0821,1.0821,0.8524,0.7300,-0.1790,-0.4020,2.62,1009.76
182.850,0.1350,1.0907,1.0907,0.8770,0.7160,-0.2660,-0.4310,2.62,1009.76
182.870,0.1227,1.0882,1.0882,0.7953,0.5710,-0.3560,-0.4240,2.62,1009.76
182.890,0.1295,1.0692,1.0692,0.6790,0.3790,-0.4160,-0.3800,2.62,1009.76
182.910,0.1408,1.0592,1.0592,0.6499,0.3190,-0.4520,-0.3410,2.62,1009.76
182.930,0.1377,1.0698,1.0698,0.6726,0.4000,-0.4730,-0.2620,2.62,1009.76
182.952,0.1469,1.0715,1.0715,0.6247,0.3880,-0.4610,-0.1650,2.62,1009.76
182.970,0.1613,1.0546,1.0546,0.4655,0.2100,-0.3980,-0.1190,2.89,1009.76
182.990,0.1894,1.0695,1.0695,0.3341,-0.0100,-0.3280,-0.0630,2.89,1009.76
183.010,0.2083,1.0791,1.0791,0.2987,-0.1570,-0.2540,0.0080,2.89,1009.76
183.030,0.1847,1.0730,1.0730,0.2680,-0.2290,-0.1310,0.0470,2.89,1009.76
183.050,0.1964,1.0975,1.0975,0.4147,-0.4120,-0.0400,0.0250,2.89,1009.76
183.070,0.2092,1.1202,1.1202,0.5424,-0.5390,0.0380,-0.0470,2.89,1009.76
183.090,0.1763,1.1573,1.1573,0.4112,-0.3800,0.1170,-0.1050,2.89,1009.76
183.110,0.1811,1.1751,1.1751,0.3494,-0.2620,0.1750,-0.1510,2.89,1009.76
183.130,0.2081,1.1943,1.1943,0.4050,-0.3150,0.1930,-0.1660,2.89,1009.76
183.151,0.2674,1.2448,1.2448,0.4943,-0.4430,0.1160,-0.1860,2.89,1009.76
183.170,0.2971,1.2802,1.2802,0.3803,-0.2980,-0.0100,-0.2360,2.89,1009.76
183.190,0.3099,1.3052,1.3052,0.2563,0.0300,-0.1280,-0.2200,2.89,1009.76
183.211,0.3279,1.3153,1.3153,0.3353,0.0920,-0.2290,-0.2270,2.89,1009.76
183.230,0.3412,1.3158,1.3158,0.3255,0.0080,-0.2590,-0.1970,2.89,1009.76
183.251,0.3455,1.3134,1.3134,0.3785,-0.0340,-0.3250,-0.1910,2.89,1009.76
183.271,0.3418,1.2924,1.2924,0.4617,0.0640,-0.4150,-0.1920,2.89,1009.76
183.291,0.3171,1.2387,1.2387,0.5688,0.1830,-0.5000,-0.2000,2.89,1009.76
183.311,0.3064,1.1903,1.1903,0.6093,0.2070,-0.5450,-0.1770,2.89,1009.76
